id,name,id,name,eserviceid,eserviceName,producerName,tokenCount
0,Totale,4,Enti Nazionali di Previdenza ed Assistenza Sociale,f2f3fad0-c3d7-4e97-8a29-492b603926dd,C030-servizioAccertamentoIdUnicoNazionale,Ministero dell'Interno,5974162.0
0,Totale,4,Enti Nazionali di Previdenza ed Assistenza Sociale,6ee0e5c9-1382-40fc-ad1b-2f185abec256,C019-servizioAccertamentoEsistenzaVita,Ministero dell'Interno,3776431.0
0,Totale,4,Enti Nazionali di Previdenza ed Assistenza Sociale,8fe27f7f-b559-4c51-90b6-a4d6eae4ae01,C020-servizioAccertamentoResidenza,Ministero dell'Interno,1437402.0
0,Totale,4,Enti Nazionali di Previdenza ed Assistenza Sociale,8177f7f9-9c7b-4c2e-a810-65880ff8b66b,C017-servizioAccertamentoMatrimonio,Ministero dell'Interno,662461.0
0,Totale,4,Enti Nazionali di Previdenza ed Assistenza Sociale,3ec6f973-36ab-4816-8e96-22ffb512648c,C021-servizioAccertamentoStatoFamiglia,Ministero dell'Interno,556378.0
0,Totale,4,Enti Nazionali di Previdenza ed Assistenza Sociale,2d97cffc-27cb-4705-a21d-9e1084aec9e3,INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,491277.0
0,Totale,4,Enti Nazionali di Previdenza ed Assistenza Sociale,bfc9fb06-8886-45a4-9ce9-bc93264958ce,C015-servizioAccertamentoGeneralita,Ministero dell'Interno,157334.0
0,Totale,4,Enti Nazionali di Previdenza ed Assistenza Sociale,e7d5bac0-7b04-40ae-a7ae-aa094dcc8572,Invio Comunicazioni Obbligatorie - Unilav,Ministero del Lavoro e delle Politiche Sociali,134303.0
0,Totale,3,Comuni,a152b46b-f330-494d-9845-82c460bc9fcf,C020-servizioAccertamentoResidenza-approvazione_automatica,Ministero dell'Interno,47251707.0
0,Totale,3,Comuni,2d97cffc-27cb-4705-a21d-9e1084aec9e3,INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,41378430.0
0,Totale,3,Comuni,5e023f06-e5d4-4f8a-b7b8-299b97d2abee,C021-servizioAccertamentoStatoFamiglia-approvazione_automati,Ministero dell'Interno,15329605.0
0,Totale,3,Comuni,0aa3313a-41bc-4c0b-af2b-338483583525,ANNCSU - Aggiornamento coordinate,Agenzia delle Entrate,12480787.0
0,Totale,3,Comuni,a308cad0-9bf2-4346-954e-6dde312f9e16,C018-servizioAccertamentoCittadinanza-approvazione_automatic,Ministero dell'Interno,12170931.0
0,Totale,3,Comuni,12d5ff12-7894-4c89-bbfc-033418fb1e38,C030-servizioAccertamentoIdUnicoNazionale-approvazione_autom,Ministero dell'Interno,11462598.0
0,Totale,3,Comuni,c0e20947-7c1a-416e-9abf-0dfbfb3fec24,C002-servizioComunicazione-approvazione_automatica,Ministero dell'Interno,10113524.0
0,Totale,3,Comuni,57d95a2a-d740-43be-8083-b09077856e72,ANNCSU - Aggiornamento accessi,Agenzia delle Entrate,7346715.0
0,Totale,3,Comuni,f978f8b9-de00-45ba-801b-1b4a60b547d9,C015-servizioAccertamentoGeneralita-approvazione_automatica,Ministero dell'Interno,2916709.0
0,Totale,3,Comuni,cfc8a94d-001a-4ab6-bb5c-2509b2a68af1,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,758364822.0
0,Totale,10,Università e AFAM,843ac013-941a-4afe-8243-e668142e73e6,Consultazione Attestazione ISEE,Istituto Nazionale Previdenza Sociale - INPS,118319.0
0,Totale,10,Università e AFAM,b943e5ed-1cdc-4010-8bd7-da6ee221b923,ANIS - Consultazione Titoli [IFS03],MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,1877182.0
0,Totale,10,Università e AFAM,12d5ff12-7894-4c89-bbfc-033418fb1e38,C030-servizioAccertamentoIdUnicoNazionale-approvazione_autom,Ministero dell'Interno,602928.0
0,Totale,10,Università e AFAM,cfc8a94d-001a-4ab6-bb5c-2509b2a68af1,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,229477.0
0,Totale,10,Università e AFAM,3365dfc2-fd5a-4fa3-99f0-ff43ffb5491b,Consultazione titoli accademici (IFS03),Universita' degli Studi di Palermo,7949.0
0,Totale,10,Università e AFAM,06dc337f-0d99-4743-a521-5e5f957e0b32,Consultazione variazioni iscrizioni accademiche (IFS06),Universita' degli Studi di Palermo,7941.0
0,Totale,10,Università e AFAM,3e9012a3-1ca5-4960-9001-318587d07a09,Consultazione numero iscritti a un corso di studi (IFS09),Universita' degli Studi di Palermo,7940.0
0,Totale,10,Università e AFAM,562d1d0a-7471-40d2-bb85-bc56c5a555bd,Consultazione numero iscritti per fasce ISEE (IFS08),Universita' degli Studi di Palermo,7937.0
0,Totale,10,Università e AFAM,c3b3d028-3b66-4dd5-9517-0fd504471433,Consultazione variazioni titoli accademici (IFS07),Universita' degli Studi di Palermo,7932.0
0,Totale,10,Università e AFAM,68d133fc-f21f-48d1-9b03-db72675b4925,Consultazione iscrizioni accademiche (IFS02),Universita' degli Studi di Palermo,7928.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,87fa140e-24ec-4bfa-92b1-4b7cd5997996,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,385138.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,28a33c9f-7450-4f66-8776-4db37adab3a5,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,51100.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,dfc8c208-813a-4da1-be6c-b20789f6cd93,PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,44545.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,592fa08b-3c3b-459a-af7e-ae0330f38eb3,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,42267.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,84ff6795-2255-4784-95d8-c4eb4b89a6b5,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,40402.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,12d5ff12-7894-4c89-bbfc-033418fb1e38,C030-servizioAccertamentoIdUnicoNazionale-approvazione_autom,Ministero dell'Interno,22183.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,8fe27f7f-b559-4c51-90b6-a4d6eae4ae01,C020-servizioAccertamentoResidenza,Ministero dell'Interno,11966.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,ce093b84-bcb2-4bdd-ae75-0fc1dcf56ce1,PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,9168.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,724b2695-6453-4095-ad75-9f81a5a3b190,C016-servizioAccertamentoDichDecesso,Ministero dell'Interno,7792.0
0,Totale,2,Aziende sanitarie locali e Strutture di ricovero,cfc8a94d-001a-4ab6-bb5c-2509b2a68af1,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,68166.0
0,Totale,5,Province e Città Metropolitane,2d97cffc-27cb-4705-a21d-9e1084aec9e3,INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,513595.0
0,Totale,5,Province e Città Metropolitane,8fe27f7f-b559-4c51-90b6-a4d6eae4ae01,C020-servizioAccertamentoResidenza,Ministero dell'Interno,179515.0
0,Totale,5,Province e Città Metropolitane,12d5ff12-7894-4c89-bbfc-033418fb1e38,C030-servizioAccertamentoIdUnicoNazionale-approvazione_autom,Ministero dell'Interno,130911.0
0,Totale,5,Province e Città Metropolitane,87fa140e-24ec-4bfa-92b1-4b7cd5997996,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,107486.0
0,Totale,5,Province e Città Metropolitane,52362c8e-eccf-490c-935b-dcb56ec66c01,C007–ServizioVerificaDichEsistenzaVita-approvazione_automati,Ministero dell'Interno,16945.0
0,Totale,5,Province e Città Metropolitane,a152b46b-f330-494d-9845-82c460bc9fcf,C020-servizioAccertamentoResidenza-approvazione_automatica,Ministero dell'Interno,10301.0
0,Totale,5,Province e Città Metropolitane,28a33c9f-7450-4f66-8776-4db37adab3a5,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,10260.0
0,Totale,5,Province e Città Metropolitane,592fa08b-3c3b-459a-af7e-ae0330f38eb3,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,7286.0
0,Totale,5,Province e Città Metropolitane,84ff6795-2255-4784-95d8-c4eb4b89a6b5,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,7271.0
0,Totale,5,Province e Città Metropolitane,cfc8a94d-001a-4ab6-bb5c-2509b2a68af1,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,341650.0
0,Totale,12,Pubbliche Amministrazioni Centrali,2abffc64-7511-40c9-991d-86f282137726,Servizi consultazione Registro Imprese,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1975165.0
0,Totale,12,Pubbliche Amministrazioni Centrali,69abfe02-3e83-4b10-82ae-8af6b9aedc7c,ANS - IFS03 - Academic qualification degrees,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,27467324.0
0,Totale,12,Pubbliche Amministrazioni Centrali,c3718b5a-510c-4f8b-9195-4ca58478e733,ANS - IFS02 - Academic enrollments,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,17820638.0
0,Totale,12,Pubbliche Amministrazioni Centrali,6ee0e5c9-1382-40fc-ad1b-2f185abec256,C019-servizioAccertamentoEsistenzaVita,Ministero dell'Interno,6805712.0
0,Totale,12,Pubbliche Amministrazioni Centrali,c0db9916-d66a-4dc5-8ffc-c1e268e20cc4,VCF1 - Verifica Booleana Codice Fiscale ,Agenzia delle Entrate,5297656.0
0,Totale,12,Pubbliche Amministrazioni Centrali,a9305611-005c-4604-a57e-2968c9708e4a,C032-servizioAccertamentoElettorale,Ministero dell'Interno,5247500.0
0,Totale,12,Pubbliche Amministrazioni Centrali,12d5ff12-7894-4c89-bbfc-033418fb1e38,C030-servizioAccertamentoIdUnicoNazionale-approvazione_autom,Ministero dell'Interno,2014878.0
0,Totale,12,Pubbliche Amministrazioni Centrali,b943e5ed-1cdc-4010-8bd7-da6ee221b923,ANIS - Consultazione Titoli [IFS03],MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,1675400.0
0,Totale,12,Pubbliche Amministrazioni Centrali,78fd67d2-a23e-46f4-8ff0-734c04b54feb,ANIST - Accertamento Titoli,Ministero dell'istruzione e del merito,1655865.0
0,Totale,12,Pubbliche Amministrazioni Centrali,05045f01-3217-47bd-b5d2-5dfd9cfdf20e,C029-servizioAccertamentoDatiAnagrafici - Inad,Ministero dell'Interno,1458064.0
0,Totale,7,Regioni e Province Autonome,843ac013-941a-4afe-8243-e668142e73e6,Consultazione Attestazione ISEE,Istituto Nazionale Previdenza Sociale - INPS,859959.0
0,Totale,7,Regioni e Province Autonome,a158fc5c-b5cc-4d0f-a8a7-9c6481cbf8cd,Ricezione Comunicazioni Obbligatorie - Unilav,Ministero del Lavoro e delle Politiche Sociali,2539010.0
0,Totale,7,Regioni e Province Autonome,28a33c9f-7450-4f66-8776-4db37adab3a5,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,1491313.0
0,Totale,7,Regioni e Province Autonome,592fa08b-3c3b-459a-af7e-ae0330f38eb3,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,852920.0
0,Totale,7,Regioni e Province Autonome,87fa140e-24ec-4bfa-92b1-4b7cd5997996,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,491882.0
0,Totale,7,Regioni e Province Autonome,84ff6795-2255-4784-95d8-c4eb4b89a6b5,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,488108.0
0,Totale,7,Regioni e Province Autonome,12d5ff12-7894-4c89-bbfc-033418fb1e38,C030-servizioAccertamentoIdUnicoNazionale-approvazione_autom,Ministero dell'Interno,352906.0
0,Totale,7,Regioni e Province Autonome,463cf9fe-9d72-463e-922d-e200ba45fdae,ANIST - Accertamento Frequenze,Ministero dell'istruzione e del merito,341833.0
0,Totale,7,Regioni e Province Autonome,e7d5bac0-7b04-40ae-a7ae-aa094dcc8572,Invio Comunicazioni Obbligatorie - Unilav,Ministero del Lavoro e delle Politiche Sociali,330453.0
0,Totale,7,Regioni e Province Autonome,a152b46b-f330-494d-9845-82c460bc9fcf,C020-servizioAccertamentoResidenza-approvazione_automatica,Ministero dell'Interno,320225.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,bae24663-719a-45f2-8e14-f9cdc48f4a1b,DGMOT-ITWALLET-Richiesta Patente con Emissione Asincrona,Ministero delle infrastrutture e dei trasporti,85833602.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,b5db89e0-1752-497c-983d-5ada7b20a12e,DGMOT-ITWALLET-Richiesta Patente con Emissione Sincrona,Ministero delle infrastrutture e dei trasporti,50355142.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,28a33c9f-7450-4f66-8776-4db37adab3a5,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,25730280.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,84ff6795-2255-4784-95d8-c4eb4b89a6b5,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,24493685.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,87fa140e-24ec-4bfa-92b1-4b7cd5997996,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,15678610.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,e77ceead-0967-44f1-958d-367d7b7fcaaa,DGMOT-AppIO-La mia Patente,Ministero delle infrastrutture e dei trasporti,13946291.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,ce093b84-bcb2-4bdd-ae75-0fc1dcf56ce1,PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,10954957.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,592fa08b-3c3b-459a-af7e-ae0330f38eb3,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,10234398.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,579dcb3b-cc97-43dc-8080-64855408dd26,C001–servizioNotifica,Ministero dell'Interno,7285385.0
0,Totale,9,Stazioni Appaltanti e Gestori di pubblici servizi,cfc8a94d-001a-4ab6-bb5c-2509b2a68af1,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,69065938.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,2d97cffc-27cb-4705-a21d-9e1084aec9e3,INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,4698544.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,87fa140e-24ec-4bfa-92b1-4b7cd5997996,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,3094528.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,28a33c9f-7450-4f66-8776-4db37adab3a5,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,2573970.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,84ff6795-2255-4784-95d8-c4eb4b89a6b5,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,1721918.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,e7d5bac0-7b04-40ae-a7ae-aa094dcc8572,Invio Comunicazioni Obbligatorie - Unilav,Ministero del Lavoro e delle Politiche Sociali,1721672.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,87d6b335-cf2f-4942-9ff5-bd66b34b28f1,Invio Comunicazioni Obbligatorie - UniSomm,Ministero del Lavoro e delle Politiche Sociali,1404732.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,ce093b84-bcb2-4bdd-ae75-0fc1dcf56ce1,PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,1347111.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,12d5ff12-7894-4c89-bbfc-033418fb1e38,C030-servizioAccertamentoIdUnicoNazionale-approvazione_autom,Ministero dell'Interno,1236458.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,592fa08b-3c3b-459a-af7e-ae0330f38eb3,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,451169.0
0,Totale,1,Altre Pubbliche Amministrazioni locali,cfc8a94d-001a-4ab6-bb5c-2509b2a68af1,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,4885461.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,507575d6-3fec-415b-9a75-53a3b83c26e6,GESTIONE ANAGRAFICHE MEDICI,Federazione Nazionale degli Ordini dei Medici Chirurghi e degli Odontoiatri,591715.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,6f5ca134-c8bd-4a4f-93b2-ebe7cba8ba69,GESTIONE ANAGRAFICHE ODONTOIATRI,Federazione Nazionale degli Ordini dei Medici Chirurghi e degli Odontoiatri,492235.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,2cdb3e83-cc2a-4464-96a8-42c968693e05,Invio EAA Tesserino - IT Wallet,Federazione Nazionale degli Ordini dei Medici Chirurghi e degli Odontoiatri,122986.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,ea3e08b5-47d2-47e4-bcd8-9fe7a988a3c9,C003-servizioVerificaDichGeneralita-approvazione_automatica,Ministero dell'Interno,1074104.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,e0be209b-04d5-43d1-92b4-97a080e7ac28,CONSULTAZIONE_Interesse a corsi Microcredito-FSL_046,Ministero del Lavoro e delle Politiche Sociali,397605.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,cddca182-b3f8-4599-89d4-b8a09375202f,ElabMassivaAccertIdUnicoNazionale,Ministero dell'Interno,382344.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,12d5ff12-7894-4c89-bbfc-033418fb1e38,C030-servizioAccertamentoIdUnicoNazionale-approvazione_autom,Ministero dell'Interno,172312.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,936f081c-141e-4601-a9aa-4a6b5437bbfe,ANPR-Certificazione,Ministero dell'Interno,95140.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,8fe27f7f-b559-4c51-90b6-a4d6eae4ae01,C020-servizioAccertamentoResidenza,Ministero dell'Interno,15834.0
0,Totale,6,Altre Pubbliche Amministrazioni Centrali,cfc8a94d-001a-4ab6-bb5c-2509b2a68af1,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,106773.0
0,Totale,8,Scuole,b943e5ed-1cdc-4010-8bd7-da6ee221b923,ANIS - Consultazione Titoli [IFS03],MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,80.0
0,Totale,8,Scuole,78fd67d2-a23e-46f4-8ff0-734c04b54feb,ANIST - Accertamento Titoli,Ministero dell'istruzione e del merito,22.0
0,Totale,8,Scuole,2d97cffc-27cb-4705-a21d-9e1084aec9e3,INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,18.0
0,Totale,8,Scuole,1015a5f3-0bfa-4da2-accb-a1dd2260a777,C008-servizioVerificaDichResidenza-approvazione_automatica,Ministero dell'Interno,14.0
0,Totale,8,Scuole,463cf9fe-9d72-463e-922d-e200ba45fdae,ANIST - Accertamento Frequenze,Ministero dell'istruzione e del merito,4.0
0,Totale,8,Scuole,0af19f60-c316-421d-ab5f-e04a62c67981,Consultazione titoli accademici (IFS03),Universita' degli Studi di Verona,4.0
0,Totale,8,Scuole,fea8e595-760a-4cdf-8c56-42c92a1c144d,Consultazione titoli accademici (IFS03),Universita' degli Studi di Torino,1.0
0,Totale,0,Totale,fd741918-cac1-4d5f-9437-15b520b4cce3,C019-servizioAccertamentoEsistenzaVita-approvazione_automati,Ministero dell'Interno,61665614.0
0,Totale,0,Totale,28a33c9f-7450-4f66-8776-4db37adab3a5,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,47722216.0
0,Totale,0,Totale,84ff6795-2255-4784-95d8-c4eb4b89a6b5,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,41511890.0
0,Totale,0,Totale,87fa140e-24ec-4bfa-92b1-4b7cd5997996,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,23470022.0
0,Totale,0,Totale,2d97cffc-27cb-4705-a21d-9e1084aec9e3,INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,48820783.0
0,Totale,0,Totale,a152b46b-f330-494d-9845-82c460bc9fcf,C020-servizioAccertamentoResidenza-approvazione_automatica,Ministero dell'Interno,48129523.0
0,Totale,0,Totale,cfc8a94d-001a-4ab6-bb5c-2509b2a68af1,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,833649938.0
0,Totale,0,Totale,69abfe02-3e83-4b10-82ae-8af6b9aedc7c,ANS - IFS03 - Academic qualification degrees,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,27467324.0
0,Totale,0,Totale,bae24663-719a-45f2-8e14-f9cdc48f4a1b,DGMOT-ITWALLET-Richiesta Patente con Emissione Asincrona,Ministero delle infrastrutture e dei trasporti,85834954.0
0,Totale,0,Totale,b5db89e0-1752-497c-983d-5ada7b20a12e,DGMOT-ITWALLET-Richiesta Patente con Emissione Sincrona,Ministero delle infrastrutture e dei trasporti,50355178.0
1,Altre Pubbliche Amministrazioni locali,11,Enti privati,e37dde23-93f2-4c8f-89a2-472cd0d4f380,ACCREDITAMENTO SUAP ED ENTI-TERZI - SUITE DI BLACK-BOX-TEST,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",154.0
1,Altre Pubbliche Amministrazioni locali,4,Enti Nazionali di Previdenza ed Assistenza Sociale,2abffc64-7511-40c9-991d-86f282137726,Servizi consultazione Registro Imprese,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",52580.0
1,Altre Pubbliche Amministrazioni locali,4,Enti Nazionali di Previdenza ed Assistenza Sociale,2c31cb18-f9a6-438f-82ce-60197db75541,Servizio di collegamento imprese/PDND - Callback documenti,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",10027.0
1,Altre Pubbliche Amministrazioni locali,4,Enti Nazionali di Previdenza ed Assistenza Sociale,5ea042e5-2e4b-4472-8820-1025dd011cc1,Welfare as a Service per i Comuni - (WaaS per i Comuni),Consorzio Intercomunale Dei Servizi Ed Interventi Sociali Valle del Tevere,103.0
1,Altre Pubbliche Amministrazioni locali,4,Enti Nazionali di Previdenza ed Assistenza Sociale,688ffdb5-8296-48b8-ae61-f9cf1621da2d,Welfare as a Service per i Comuni - (WaaS per i Comuni),Azienda Speciale per I Servizi Sociali del Comune di Montesilvano,96.0
1,Altre Pubbliche Amministrazioni locali,4,Enti Nazionali di Previdenza ed Assistenza Sociale,1ae63434-51bb-4a0a-9743-84d3b27350c6,Welfare as a Service per i Comuni - (WaaS per i Comuni),Unione Dei Comuni Delle Terre del Sole,20.0
1,Altre Pubbliche Amministrazioni locali,3,Comuni,2abffc64-7511-40c9-991d-86f282137726,Servizi consultazione Registro Imprese,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",2355305.0
1,Altre Pubbliche Amministrazioni locali,3,Comuni,e37dde23-93f2-4c8f-89a2-472cd0d4f380,ACCREDITAMENTO SUAP ED ENTI-TERZI - SUITE DI BLACK-BOX-TEST,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",11688.0
1,Altre Pubbliche Amministrazioni locali,3,Comuni,3323ec41-c30a-403a-b5fd-28c8520c4a41,Amministrazione Trasparente - Atti di concessione,Comunita' di Montagna della Carnia,38.0
1,Altre Pubbliche Amministrazioni locali,3,Comuni,1bcf7afa-dcc6-4674-8f2c-978da051d065,CATALOGO - GESTIONE ISTANZA - ENTI TERZI,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",35.0
1,Altre Pubbliche Amministrazioni locali,3,Comuni,7a850b8b-4307-491f-9534-771e212d4c45,CATALOGO - METADATI,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",16.0
1,Altre Pubbliche Amministrazioni locali,3,Comuni,984935f2-4b4d-462c-a9c6-7e06d1610c07,I1G - SSU BO to ET,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",7.0
1,Altre Pubbliche Amministrazioni locali,3,Comuni,8d75b585-715c-40a0-a9c5-7108b8cbd5dc,CATALOGO - GESTIONE ISTANZA - BACKOFFICE,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1.0
1,Altre Pubbliche Amministrazioni locali,10,Università e AFAM,,,,
1,Altre Pubbliche Amministrazioni locali,2,Aziende sanitarie locali e Strutture di ricovero,2abffc64-7511-40c9-991d-86f282137726,Servizi consultazione Registro Imprese,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",269.0
1,Altre Pubbliche Amministrazioni locali,2,Aziende sanitarie locali e Strutture di ricovero,e37dde23-93f2-4c8f-89a2-472cd0d4f380,ACCREDITAMENTO SUAP ED ENTI-TERZI - SUITE DI BLACK-BOX-TEST,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",10.0
