id,name,eserviceName,producerName,subscribersCount
3,Comuni,C021-servizioAccertamentoStatoFamiglia-approvazione_automati,Ministero dell'Interno,24
3,Comuni,C003-servizioVerificaDichGeneralita-approvazione_automatica,Ministero dell'Interno,21
3,Comuni,C018-servizioAccertamentoCittadinanza-approvazione_automatic,Ministero dell'Interno,18
3,Comuni,C016-servizioAccertamentoDichDecesso-approvazione_automatica,Ministero dell'Interno,18
4,Province e Città Metropolitane,INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,8
4,Province e Città Metropolitane,PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,3
4,Province e Città Metropolitane,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,3
4,Province e Città Metropolitane,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,3
4,Province e Città Metropolitane,PCP - Gestione utenti,Autorita' Nazionale Anticorruzione - A.N.AC.,3
4,Province e Città Metropolitane,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,3
4,Province e Città Metropolitane,PCP - FVA,Autorita' Nazionale Anticorruzione - A.N.AC.,3
4,Province e Città Metropolitane,PCP – CodeList,Autorita' Nazionale Anticorruzione - A.N.AC.,3
4,Province e Città Metropolitane,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,3
4,Province e Città Metropolitane,PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,3
5,Pubbliche Amministrazioni Centrali,arch-common-service_SDG,Agenzia per L'Italia Digitale,8
5,Pubbliche Amministrazioni Centrali,service-catalogue_SDG,Agenzia per L'Italia Digitale,5
5,Pubbliche Amministrazioni Centrali,evidence-broker_SDG,Agenzia per L'Italia Digitale,5
5,Pubbliche Amministrazioni Centrali,data-service-directory_SDG,Agenzia per L'Italia Digitale,5
5,Pubbliche Amministrazioni Centrali,PreviewSpace_SDG,Agenzia per L'Italia Digitale,3
5,Pubbliche Amministrazioni Centrali,PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,1
5,Pubbliche Amministrazioni Centrali,APICIG,Autorita' Nazionale Anticorruzione - A.N.AC.,1
5,Pubbliche Amministrazioni Centrali,PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,1
5,Pubbliche Amministrazioni Centrali,INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,1
5,Pubbliche Amministrazioni Centrali,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,1
6,Enti Nazionali di Previdenza ed Assistenza Sociale,service-catalogue_SDG,Agenzia per L'Italia Digitale,2
6,Enti Nazionali di Previdenza ed Assistenza Sociale,evidence-broker_SDG,Agenzia per L'Italia Digitale,2
6,Enti Nazionali di Previdenza ed Assistenza Sociale,arch-common-service_SDG,Agenzia per L'Italia Digitale,2
6,Enti Nazionali di Previdenza ed Assistenza Sociale,data-service-directory_SDG,Agenzia per L'Italia Digitale,2
6,Enti Nazionali di Previdenza ed Assistenza Sociale,C020-servizioAccertamentoResidenza,Ministero dell'Interno,1
6,Enti Nazionali di Previdenza ed Assistenza Sociale,C001–servizioNotifica,Ministero dell'Interno,1
6,Enti Nazionali di Previdenza ed Assistenza Sociale,PreviewSpace_SDG,Agenzia per L'Italia Digitale,1
6,Enti Nazionali di Previdenza ed Assistenza Sociale,Invio Comunicazioni Obbligatorie - Unilav,Ministero del Lavoro e delle Politiche Sociali,1
6,Enti Nazionali di Previdenza ed Assistenza Sociale,PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,0
6,Enti Nazionali di Previdenza ed Assistenza Sociale,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,0
7,Regioni e Province autonome,arch-common-service_SDG,Agenzia per L'Italia Digitale,14
7,Regioni e Province autonome,service-catalogue_SDG,Agenzia per L'Italia Digitale,5
7,Regioni e Province autonome,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,5
7,Regioni e Province autonome,PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,4
7,Regioni e Province autonome,PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,4
7,Regioni e Province autonome,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,4
7,Regioni e Province autonome,PCP - Gestione utenti,Autorita' Nazionale Anticorruzione - A.N.AC.,4
7,Regioni e Province autonome,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,4
7,Regioni e Province autonome,PCP - FVA,Autorita' Nazionale Anticorruzione - A.N.AC.,4
7,Regioni e Province autonome,PCP – CodeList,Autorita' Nazionale Anticorruzione - A.N.AC.,4
8,Consorzi e associazioni regionali,PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,0
8,Consorzi e associazioni regionali,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,0
8,Consorzi e associazioni regionali,C025-servizioAccertamentoMaternita-approvazione_automatica,Ministero dell'Interno,0
8,Consorzi e associazioni regionali,Dati storici del cittadino,Comune di Crotta d'Adda,0
8,Consorzi e associazioni regionali,service-catalogue_SDG,Agenzia per L'Italia Digitale,0
8,Consorzi e associazioni regionali,evidence-broker_SDG,Agenzia per L'Italia Digitale,0
8,Consorzi e associazioni regionali,APICIG,Autorita' Nazionale Anticorruzione - A.N.AC.,0
8,Consorzi e associazioni regionali,POLIZIA MUNICIPALE - Posizioni debitorie aperte,Comune di Porto Torres,0
8,Consorzi e associazioni regionali,C010-servizioVerificaDichStatoLibero-approvazione_automatica,Ministero dell'Interno,0
8,Consorzi e associazioni regionali,C023-servizioAccertamentoVedovanza-approvazione_automatica,Ministero dell'Interno,0
9,Scuole,APICIG,Autorita' Nazionale Anticorruzione - A.N.AC.,3
9,Scuole,C008-servizioVerificaDichResidenza-approvazione_automatica,Ministero dell'Interno,1
9,Scuole,C003-servizioVerificaDichGeneralita-approvazione_automatica,Ministero dell'Interno,1
9,Scuole,PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,0
9,Scuole,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,0
9,Scuole,C025-servizioAccertamentoMaternita-approvazione_automatica,Ministero dell'Interno,0
9,Scuole,Dati storici del cittadino,Comune di Crotta d'Adda,0
9,Scuole,service-catalogue_SDG,Agenzia per L'Italia Digitale,0
9,Scuole,evidence-broker_SDG,Agenzia per L'Italia Digitale,0
9,Scuole,POLIZIA MUNICIPALE - Posizioni debitorie aperte,Comune di Porto Torres,0
10,Università e AFAM,C008-servizioVerificaDichResidenza-approvazione_automatica,Ministero dell'Interno,1
10,Università e AFAM,C009-servizioVerificaDichStatoFamiglia-approvazione_automati,Ministero dell'Interno,1
10,Università e AFAM,ANIS - Consultazione Titoli [IFS03],MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,1
10,Università e AFAM,Consultazione Attestazione ISEE,Istituto Nazionale Previdenza Sociale - INPS,1
10,Università e AFAM,PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,0
10,Università e AFAM,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,0
10,Università e AFAM,C025-servizioAccertamentoMaternita-approvazione_automatica,Ministero dell'Interno,0
10,Università e AFAM,Dati storici del cittadino,Comune di Crotta d'Adda,0
10,Università e AFAM,service-catalogue_SDG,Agenzia per L'Italia Digitale,0
10,Università e AFAM,evidence-broker_SDG,Agenzia per L'Italia Digitale,0
11,Istituti di Ricerca,PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,0
11,Istituti di Ricerca,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,0
11,Istituti di Ricerca,C025-servizioAccertamentoMaternita-approvazione_automatica,Ministero dell'Interno,0
11,Istituti di Ricerca,Dati storici del cittadino,Comune di Crotta d'Adda,0
11,Istituti di Ricerca,service-catalogue_SDG,Agenzia per L'Italia Digitale,0
11,Istituti di Ricerca,evidence-broker_SDG,Agenzia per L'Italia Digitale,0
11,Istituti di Ricerca,APICIG,Autorita' Nazionale Anticorruzione - A.N.AC.,0
11,Istituti di Ricerca,POLIZIA MUNICIPALE - Posizioni debitorie aperte,Comune di Porto Torres,0
11,Istituti di Ricerca,C010-servizioVerificaDichStatoLibero-approvazione_automatica,Ministero dell'Interno,0
11,Istituti di Ricerca,C023-servizioAccertamentoVedovanza-approvazione_automatica,Ministero dell'Interno,0
12,Stazioni Appaltanti e Gestori di pubblici servizi,PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,PCP - Gestione utenti,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,PCP - FVA,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,PCP – CodeList,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,7
12,Stazioni Appaltanti e Gestori di pubblici servizi,SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,6
13,Privati,C019-servizioAccertamentoEsistenzaVita-approvazione_automati,Ministero dell'Interno,25
13,Privati,AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,13
13,Privati,PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,12
13,Privati,PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,12
13,Privati,PCP - Gestione utenti,Autorita' Nazionale Anticorruzione - A.N.AC.,12
13,Privati,PCP – CodeList,Autorita' Nazionale Anticorruzione - A.N.AC.,12
13,Privati,PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,12
13,Privati,PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,12
13,Privati,PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,11
13,Privati,PCP - FVC,Autorita' Nazionale Anticorruzione - A.N.AC.,10
