id,name,id,name,eserviceName,producerName,subscribersCount
3,Comuni,3,Comuni,Ricerca incassi pagoPA per Anno,Comune di Praia a Mare,1.0
3,Comuni,3,Comuni,Interoperabilità protocollo AOO,Comune di Paese,2.0
3,Comuni,3,Comuni,Interoperabilità protocollo AOO,Comune di Trecenta,3.0
3,Comuni,3,Comuni,Dati storici del cittadino,Comune di Bargagli,1.0
3,Comuni,3,Comuni,Consultazione Pubblicazioni Albo Pretorio,Comune di Buscate,1.0
3,Comuni,3,Comuni,Accesso dati cartografici del Gemello digitale,Comune di Milano,2.0
3,Comuni,3,Comuni,Registrazione e consultazione protocollo,Comune di Beinasco,1.0
3,Comuni,3,Comuni,Dati storici del cittadino,Comune di Filandari,1.0
3,Comuni,3,Comuni,Dati storici del cittadino,Comune di Cerchio,1.0
3,Comuni,3,Comuni,Interoperabilità protocollo AOO,Comune di Legnaro,1.0
3,Comuni,7,Regioni e Province Autonome,dati-mercatali-comune-torino,Comune di Torino,1.0
3,Comuni,9,Stazioni Appaltanti e Gestori di pubblici servizi,Dati storici del cittadino,Comune di Sulmona,1.0
3,Comuni,9,Stazioni Appaltanti e Gestori di pubblici servizi,Dati storici del cittadino,Comune di Montebelluna,1.0
3,Comuni,9,Stazioni Appaltanti e Gestori di pubblici servizi,Tributi Maggiori,Comune di Acireale,1.0
3,Comuni,10,Università e AFAM,,,
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,WAAS SIUSS Alimentazione,Comune di Rossano Veneto,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,WAAS SIUSS Alimentazione,Comune di Caorle,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,WAAS SIUSS Alimentazione,Comune di Occhiobello,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,WAAS-SIUSS-Alimentazione,Comune di Sasso Marconi,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,Welfare as a Service per i Comuni - (WaaS per i Comuni),Comune di Battipaglia,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,Welfare as a Service per i Comuni - (WaaS per i Comuni),Comune di Moncalieri,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,WAAS SIUSS Alimentazione,Comune di Crocetta del Montello,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,WAAS SIUSS Alimentazione,Comune di Teglio Veneto,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,WAAS SIUSS Alimentazione,Comune di Bisceglie,1.0
3,Comuni,4,Enti Nazionali di Previdenza ed Assistenza Sociale,WAAS SIUSS Alimentazione,Comune di Marostica,1.0
3,Comuni,8,Scuole,,,
3,Comuni,12,Pubbliche Amministrazioni Centrali,,,
3,Comuni,6,Altre Pubbliche Amministrazioni Centrali,Ricerca Soggetti,Comune di Catania,1.0
3,Comuni,1,Altre Pubbliche Amministrazioni locali,Consultazione Pubblicazioni Albo Pretorio,Comune di Bionaz,1.0
3,Comuni,1,Altre Pubbliche Amministrazioni locali,TARGA SYSTEM - Statistica Transiti Giornalieri,Comune di San Polo D'Enza,1.0
3,Comuni,2,Aziende sanitarie locali e Strutture di ricovero,,,
3,Comuni,5,Province e Città Metropolitane,Scheda anagrafica,Comune di Selargius,1.0
3,Comuni,5,Province e Città Metropolitane,Scheda anagrafica,Comune di Sinnai,1.0
3,Comuni,5,Province e Città Metropolitane,Scheda anagrafica,Comune di Quartu Sant'Elena,1.0
3,Comuni,11,Enti privati,Personale,Comune di Rapallo,1.0
3,Comuni,11,Enti privati,Albo Pretorio,Comune di Rapallo,1.0
3,Comuni,0,Tutte,SIUSS,Comune di Prato,2.0
3,Comuni,0,Tutte,WAAS SIUSS Alimentazione,Comune di Treviso,2.0
3,Comuni,0,Tutte,Interoperabilità protocollo AOO,Comune di Paese,2.0
3,Comuni,0,Tutte,WAAS-SIUSS-Alimentazione,Comune di Concordia Sagittaria,2.0
3,Comuni,0,Tutte,WAAS-SIUSS-Alimentazione,Comune di Paderno Dugnano,2.0
3,Comuni,0,Tutte,Interoperabilità protocollo AOO,Comune di Trecenta,3.0
3,Comuni,0,Tutte,WAAS-SIUSS-Alimentazione,Comune di Sanluri,2.0
3,Comuni,0,Tutte,WAAS-SIUSS-Alimentazione,Comune di Aprilia,2.0
3,Comuni,0,Tutte,Accesso dati cartografici del Gemello digitale,Comune di Milano,2.0
3,Comuni,0,Tutte,(NEW)Welfare as a Service per i Comuni - (WaaS per i Comuni),Comune di Bitonto,2.0
4,Enti Nazionali di Previdenza ed Assistenza Sociale,3,Comuni,Consultazione Attestazione ISEE,Istituto Nazionale Previdenza Sociale - INPS,3.0
4,Enti Nazionali di Previdenza ed Assistenza Sociale,3,Comuni,Consultazione Indicatore Nucleo Riscontro ISEE,Istituto Nazionale Previdenza Sociale - INPS,2.0
4,Enti Nazionali di Previdenza ed Assistenza Sociale,3,Comuni,Consultazione Indicatore ISEE,Istituto Nazionale Previdenza Sociale - INPS,2.0
4,Enti Nazionali di Previdenza ed Assistenza Sociale,3,Comuni,SIUSS-CasellarioAssistenza,Istituto Nazionale Previdenza Sociale - INPS,5.0
4,Enti Nazionali di Previdenza ed Assistenza Sociale,3,Comuni,waas-consultazione-assegno-sociale,Istituto Nazionale Previdenza Sociale - INPS,2.0
4,Enti Nazionali di Previdenza ed Assistenza Sociale,3,Comuni,Consultazione Attestazione Residenti ISEE,Istituto Nazionale Previdenza Sociale - INPS,58.0
4,Enti Nazionali di Previdenza ed Assistenza Sociale,3,Comuni,waas-consultazione-congedo-straordinario-L388,Istituto Nazionale Previdenza Sociale - INPS,1.0
