id,name,producerName,producerId,id,name,subscribersCount
0,Totale,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,27aaf0d7-850b-4aca-92b8-f4df70217448,6,Altre Pubbliche Amministrazioni Centrali,6
0,Totale,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,27aaf0d7-850b-4aca-92b8-f4df70217448,7,Regioni e Province Autonome,3
0,Totale,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,27aaf0d7-850b-4aca-92b8-f4df70217448,8,Scuole,8
0,Totale,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,27aaf0d7-850b-4aca-92b8-f4df70217448,9,Stazioni Appaltanti e Gestori di pubblici servizi,1
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,1,Altre Pubbliche Amministrazioni locali,68
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,10,Università e AFAM,29
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,11,Enti privati,96
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,12,Pubbliche Amministrazioni Centrali,18
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,2,Aziende sanitarie locali e Strutture di ricovero,18
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,3,Comuni,1879
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,4,Enti Nazionali di Previdenza ed Assistenza Sociale,2
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,5,Province e Città Metropolitane,48
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,6,Altre Pubbliche Amministrazioni Centrali,35
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,7,Regioni e Province Autonome,21
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,8,Scuole,6
0,Totale,Ministero dell'Interno,2a9ad360-90ef-4499-ab2c-112b0fbcecc7,9,Stazioni Appaltanti e Gestori di pubblici servizi,84
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,1,Altre Pubbliche Amministrazioni locali,41
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,10,Università e AFAM,3
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,11,Enti privati,2
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,12,Pubbliche Amministrazioni Centrali,1
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,2,Aziende sanitarie locali e Strutture di ricovero,7
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,3,Comuni,6858
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,5,Province e Città Metropolitane,21
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,6,Altre Pubbliche Amministrazioni Centrali,9
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,7,Regioni e Province Autonome,7
0,Totale,PagoPa S.p.A.,4a4149af-172e-4950-9cc8-63ccc9a6d865,9,Stazioni Appaltanti e Gestori di pubblici servizi,43
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,1,Altre Pubbliche Amministrazioni locali,13
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,10,Università e AFAM,68
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,11,Enti privati,3
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,12,Pubbliche Amministrazioni Centrali,7
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,2,Aziende sanitarie locali e Strutture di ricovero,3
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,3,Comuni,610
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,4,Enti Nazionali di Previdenza ed Assistenza Sociale,1
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,5,Province e Città Metropolitane,2
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,7,Regioni e Province Autonome,13
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,8,Scuole,2
0,Totale,Istituto Nazionale Previdenza Sociale - INPS,53b40136-65f2-424b-acfb-7fae17e35c60,9,Stazioni Appaltanti e Gestori di pubblici servizi,2
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,1,Altre Pubbliche Amministrazioni locali,79
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,10,Università e AFAM,6
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,12,Pubbliche Amministrazioni Centrali,17
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,2,Aziende sanitarie locali e Strutture di ricovero,15
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,3,Comuni,1220
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,4,Enti Nazionali di Previdenza ed Assistenza Sociale,2
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,5,Province e Città Metropolitane,40
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,6,Altre Pubbliche Amministrazioni Centrali,8
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,7,Regioni e Province Autonome,17
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,8,Scuole,2
0,Totale,Agenzia per L'Italia Digitale,574dbeb6-20fd-40f5-ab65-c6cf3a0042ae,9,Stazioni Appaltanti e Gestori di pubblici servizi,58
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,1,Altre Pubbliche Amministrazioni locali,5
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,10,Università e AFAM,7
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,12,Pubbliche Amministrazioni Centrali,5
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,2,Aziende sanitarie locali e Strutture di ricovero,1
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,3,Comuni,262
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,5,Province e Città Metropolitane,3
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,6,Altre Pubbliche Amministrazioni Centrali,3
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,7,Regioni e Province Autonome,9
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,8,Scuole,9
0,Totale,Ministero dell'istruzione e del merito,86a2adeb-bf90-4248-b471-58ba3539f423,9,Stazioni Appaltanti e Gestori di pubblici servizi,1
0,Totale,Dipartimento della Funzione Pubblica,87ac321d-f13f-49f3-8aa8-2aaae9dc2115,1,Altre Pubbliche Amministrazioni locali,2
0,Totale,Dipartimento della Funzione Pubblica,87ac321d-f13f-49f3-8aa8-2aaae9dc2115,10,Università e AFAM,29
0,Totale,Dipartimento della Funzione Pubblica,87ac321d-f13f-49f3-8aa8-2aaae9dc2115,12,Pubbliche Amministrazioni Centrali,2
0,Totale,Dipartimento della Funzione Pubblica,87ac321d-f13f-49f3-8aa8-2aaae9dc2115,3,Comuni,138
0,Totale,Dipartimento della Funzione Pubblica,87ac321d-f13f-49f3-8aa8-2aaae9dc2115,5,Province e Città Metropolitane,22
0,Totale,Dipartimento della Funzione Pubblica,87ac321d-f13f-49f3-8aa8-2aaae9dc2115,6,Altre Pubbliche Amministrazioni Centrali,2
0,Totale,Federazione Nazionale degli Ordini dei Medici Chirurghi e degli Odontoiatri,974216e4-98ac-4994-90d7-aa1c642bf75b,6,Altre Pubbliche Amministrazioni Centrali,107
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,1,Altre Pubbliche Amministrazioni locali,7
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,10,Università e AFAM,12
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,12,Pubbliche Amministrazioni Centrali,12
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,2,Aziende sanitarie locali e Strutture di ricovero,1
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,3,Comuni,5063
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,4,Enti Nazionali di Previdenza ed Assistenza Sociale,1
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,5,Province e Città Metropolitane,1
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,6,Altre Pubbliche Amministrazioni Centrali,2
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,7,Regioni e Province Autonome,9
0,Totale,Agenzia delle Entrate,bce8d16d-d26f-4c35-a835-35cca48ff8a5,9,Stazioni Appaltanti e Gestori di pubblici servizi,2
